U_LC,U_std,B_LC,B_std,V_LC,V_std,gp_LC,gp_std,rp_LC,rp_std,i_LC,i_std,z_LC,z_std,UVW1_LC,UVW1_std,MJD,phase
17.046925463820543,0.0909303627333661,16.482266121102928,0.0425154544773733,15.94084945988327,0.0831304537049588,15.855676429000264,0.0035351512208863,15.741155063159624,0.0160967350742864,15.95964765899044,0.0209031889741946,16.011887656632354,0.1728095957242321,19.11085612409914,0.1596979728528245,58857.26653306613,3.0665330661358894
15.85687574457267,0.0757180860084373,15.182672615547958,0.0336690572489047,14.456435783439511,0.0578528134331414,14.539435260644934,0.0036586978501523,14.548911522804854,0.0170274053306437,14.737445912768628,0.018096169007847,14.826492366640084,0.0721787343605263,17.903114586150693,0.1596980138543755,58860.55951903808,6.35951903808018
15.459522653841208,0.0789144192518076,14.650367981950913,0.0247319517767908,13.696676579554673,0.0400376452644923,13.996594620535957,0.0037755044484824,13.872618017286571,0.018167266183625,14.03119549215171,0.0205668053652578,14.004990300350034,0.0226471922173355,17.27606732804163,0.1596979484999057,58864.6124248497,10.412424849702802
16.083929005810923,0.0836635058997766,15.09941848754128,0.0184847921475297,13.999180960117585,0.030956093047379,14.439767256161648,0.0038546544472997,13.977491249307734,0.0152627624228371,14.122253627083984,0.0187233031601404,13.991124372433797,0.0228282692239329,17.72210406363336,0.1596977633167033,58868.53867735471,14.338677354709944
16.534100144168516,0.0837909484805997,15.459268990161474,0.0164600138180155,14.313897997011594,0.028478727984169,14.797009987189949,0.0038815904885417,14.140204306326837,0.0143927889012102,14.255911476209716,0.0176171089014689,14.110431238041174,0.0203859566634667,18.05777890002622,0.1596976306544478,58870.43847695391,16.23847695391305
16.98602230078466,0.0826145068291764,15.817556173523666,0.0151330367670132,14.646073385459214,0.0271629745792785,15.153685612763,0.0039013396302726,14.340670530528694,0.0144711513437371,14.413871879995396,0.0175195830080908,14.254749190454287,0.0184103825081308,18.3941498967057,0.1596974699111303,58872.33827655311,18.138276553116157
17.541662134486508,0.0797973746238068,16.247627686408478,0.0143662924852544,15.061597647685154,0.0270411902147004,15.58209089358705,0.0039171138775599,14.6685559688143,0.0151176383565227,14.678600447750258,0.0179212347665565,14.457971821737942,0.0192091246004643,18.821732840331205,0.1596971976941347,58874.99799599198,20.797995991983043
17.831800660262342,0.078058043381931,16.466066663551114,0.0144000152201045,15.28128718313073,0.0276619436298457,15.80002113296116,0.0039200029071115,14.888661056479645,0.0160103983095027,14.86811132288202,0.0187093929056225,14.587312535660184,0.0205869084590128,19.052192699765847,0.1596970015967959,58876.64448897795,22.44448897795519
18.237551668768152,0.0762757415534977,16.763592886239643,0.0149878649169613,15.596928573753615,0.0291569443127803,16.098102028953285,0.003912950276805,15.250222295197403,0.0172809793569696,15.203846097630834,0.0207487093020672,14.818764225214696,0.0224596358987778,19.37912107844617,0.1596966216893091,58879.43086172345,25.230861723452108
18.34614928598058,0.0761387540887696,16.841609911013677,0.0152472977575945,15.68446056735533,0.0296255888912666,16.176737108019655,0.0039075487028582,15.353645128833644,0.017106224307915,15.306015625110646,0.0208296759658092,14.893216844483398,0.0232066450274038,19.466708469421736,0.159696488141748,58880.317434869736,26.117434869738645
18.36090920728965,0.0761369877525786,16.85216213410522,0.0152855696640476,15.696503503474968,0.0296898027365029,16.187396504207797,0.0039066520323866,15.367780124493722,0.0170572680595206,15.32022047469248,0.0208066741135829,14.903760509573235,0.0233321304175274,19.478590880206365,0.1596964685642952,58880.44408817635,26.244088176354126
19.094287702842312,0.0815579386286441,17.376367258950033,0.0169630316985182,16.42489891245036,0.0325755094491664,16.742773947154202,0.0036887758418367,16.15484947301958,0.0287279660447025,16.14433067075184,0.0383580197480134,15.43534485409197,0.0250212853512583,20.043184302533707,0.1596941645648046,58891.96953907816,37.76953907816642
19.152894508835875,0.0794675296345757,17.42959770235487,0.0163014094274697,16.530430245855065,0.0332720013641813,16.81096030169694,0.003582633646029,16.284682852163083,0.0227777046700395,16.210242512863147,0.0302967216529332,15.458358320065276,0.0236511109830901,20.093650636963726,0.1596933846764957,58895.00921843687,40.80921843687247
19.377626796404257,0.1933284956515625,17.76981343254503,0.0357811292679006,17.13338592795858,0.1393381366602617,17.345061719296304,0.0013051390533934,16.847568956541338,0.0924885626682724,17.046560703137466,0.0556249078072113,16.574322288150448,0.5844613400109808,20.24662752715324,0.1596846151874762,58919.2,65.0
