epoch,B-V
-8.5176718832425, 0.3560283687943262
-7.76156145595219, 0.30638297872340403
-5.771056796201876, 0.2780141843971631
-3.302268331281894, 0.32056737588652484
-1.5878318973096555, 0.40567375886524815
-0.37102162827503093, 0.49787234042553186
1.3434148056971935, 0.5829787234042553
3.5502022155793753, 0.6822695035460993
5.013187972569014, 0.7815602836879433
6.7311411992263, 0.8524822695035461
8.69175312115351, 0.9446808510638297
12.396694214876035, 1.001418439716312
16.855987339546317, 1.0156028368794325
21.07438016528924, 1.001418439716312
25.04659750307718, 0.9801418439716312
30.01406717074029, 0.9446808510638297
34.48215227712326, 0.9234042553191488
38.70406189555126, 0.8950354609929078
